Program Type,Institution Name,Program Name,Website Address,Description,Location,Cost,Deadline,Application Deadline,Age Eligibility,"Grade, Year in School, Eligibility",Geographic Location,Cost Type,Cost Amount,Special Considerations,STEM,Business/ Economics,Arts/Music,Humanities,World Languages/ Cultures,Leadership,Sports/ Outdoor Adventures,Grade Eligibility,Last Updated Date,Unnamed: 21,AI_Category
Summer Prog-CHECK IN SPRING,,2018 Summer Internship,,Alain Colaco Endowment Fund,Internship,"A six to eight week research internship in Division of Laboratory Medicine at Children's National Medical Center. Interest in medicine, cancer research or biological sciences. Participate in clinical research. Req: 2 yrs high school chemistry. Start and end dates of the program will be determined based on the selected student's school schedule. ",,,2018-03-26 00:00:00,,Rising 11th & Up,Greater DC Metro Area,Stipend,TBD,,X,,,,,,,,2018-02-05 00:00:00,Error
Summer Prog-CHECK IN SPRING,,Dr Bessie F. Lawrence International Summer Science Institute (2019 info not available Nov 26),http://www.weizmann-usa.org/about/education/bessie-f-lawrence-international-summer-science-institute,Weizmann Institute of Science in Israel,Research,"Participate in ongoing science research projects at the Weizmann Institute in Rehoboth, Israel. All U.S students attending receive a full $6000 scholarship covering airfare and all costs at the Institute. Link to application: https://www.weizmann-usa.org/media/3548/2018-issi-application.pdf",,2018-03-01 00:00:00,,,Outside U.S.,Free,"S6,000",,X,,,,,,,Graduate,2018-02-04 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,NCAS CAREERS Weather Camps  (2019 info not available Dec 6),http://ncas.howard.edu/outreach-programs/weather-camp/,NOAA Center for Atmospheric Sciences (NCAS),Camp,"2-week residential camp in Howard University covering weather, meteorology, atmospheric sciences, environmental sciences, and applied physical sciences through hands-on activities.  Please see website for details.
",,2018-03-30 00:00:00,15 & up,,Greater DC Metro Area,Free,,US Citizen,X,,,,,,,Rising 9th & Up,2018-01-22 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,Project Seed - Internship (2019 information not available 11/26,http://www.acs.org/projectseed,American Chemical Society,Internship,"Paid 8 - 10 week internship for economically disadvantaged high school students.  Participants are given a rare chance to work alongside scientist-mentors on research projects in industrial, academic, and federal laboratories. Interested students must contact the ACS Project SEED office for a SEED Sponsor in your area between February and May 2018.  Please call 1-800-227-5558 ex. 4380 or email projectseed@acs.org. Please see website for details

",,2018-03-01 00:00:00,,,Other U.S. States,Stipend,,Lower Income,X,,,,,,,Rising 11th & Up,2018-01-22 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,Summer Engineering Seminar (SES) (2019 information not available 11/26),https://www.scu.edu/engineering/beyond-the-classroom/outreach/summer-engineering-seminar-ses/,Santa Clara University,Academic Program,"This program is for current high school sophomores and juniors who are interested in exploring the field of engineering. The program is designed to acquaint participants with the engineering profession, the academic expectations of college, and the nature of life at a university. . Live in dorm, attend engineering classes. Tuition, Room/Board all paid by grants. Student to provide own transportation to program.",,2018-03-02 00:00:00,,,Other U.S. States,Free,,,X,,,,,,,Rising 11th & Up,2018-01-22 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,Princeton University Summer Journalism Program (application available early Dec),http://www.princeton.edu/~sjp/,Princeton University   ,Academic Program,A 10-day seminar  (August 3 to August 13) that is designed to  encourage outstanding high school students from low-income backgrounds to pursue careers in journalism.  ,,2018-03-23 00:00:00,,,Other U.S. States,Free,,Lower Income,,,X,,,,,Current Juniors Only,2018-01-22 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,Jcamp (2019 info not available Nov.26),https://www.aaja.org/jcamp-high-school-program,Asian American Journalists Association,Camp,"JCamp is a six-day intensive journalism training for high school students. Students learn from professional journalists and get hands-on training in writing, photography, television broadcasting, online media, and reporting.2018 JCamp will be held at Wayne State in Detroit, MI. Program not limited to Asian-American students. There is no fee to apply and all costs are covered - including airfare, lodging, and meals.  Learn more and apply for camp at http://www.aaja.org/jcamp2018",,2018-03-25 00:00:00,,,Other U.S. States,Free,,,,X,,,,,,Rising 10th & Up,2018-01-22 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,National Space Club Scholars Program (2019 info not available Nov 26),http://www.spaceclub.org/education/scholars.html,NASA Goddard Space Flight Center,Internship,"6 week (non-residential) internship working with a technical professional in earth and space systems science, computer science, or engineering. Must be a US citizen, have permanent residence within commuting distance.  See website for details. Application available at https://intern.nasa.gov",,2018-03-01 00:00:00,16 & up,,MD Out of DC Metro Area,Stipend,2100,,X,,,,,,,Rising  11th & up,2018-01-22 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,"Discovery to Cure High School Internship (application will be available in Jan, 19)",http://medicine.yale.edu/obgyn/discovery/education/internship.aspx,"Yale University, School of Medicine",Internship,"The internship is a 6-week, full-time, hands-on research experience in one of Yale's biomedical labs, working under a Principal Investigator. The internship is unpaid, and interns will need to find their own housing in New Haven. TJ may nominate 5 students who will be asked to submit applications. To be nominated for this program, please give hard copies of the following to Mrs. Kropf in the CCC by Monday, Feb. 12, at 4 pm: 1)unofficial transcript 2) resume 3) written answers to the following questions (one paragraph each): What are your primary academic interest areas? Please describe your possible career interests. How certain do you feel you know what you want to do as a career? 4) Essay of no more than 400 words on the following: ""How do you think the Discovery to Cure Internship will help you achieve your future goals?"" Applications will be reviewed by TJ science faculty and 5 students will be chosen to submit applications. For questions, see Mrs. Kropf.",,2018-03-23 00:00:00,16 & up,,Other U.S. States,Student will pay living costs.,,,X,,,,,,,Rising 12th & Up,2018-01-22 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,Wolf Trap National Park (opportunites to be posted Dec 28),http://www.nps.gov/wotr/index.htm,Wolf Trap National Park for the Performing Arts,Paid Job,"Work on grounds or in theater. Paid and volunteer opportunities. Most jobs are May-September. Get all the information about summer jobs by attending a Job Fair. Job Fairs for Summer 2018: Thursday, December 28, 4:00-8:00 p.m., Saturday, January 6, 12:00-4:00 p.m., Wednesday, January 10, 4:00-8:00 p.m. See website for more details.",,,18 for most positions. 13 and up for a few positions,,Greater DC Metro Area,free and salary,,,,,X,,,,X,,2017-12-04 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,Girls on Ice North Cascades (application available in Dec),http://www.inspiringgirls.org/,Inspiring Girls Expeditions,Academic Program,"Each year 8-9 teenage girls  are selected to join 3 instructors to form expedition teams to spend 12 days exploring and learning about glaciers and the alpine or marine environment through scientific field studies with professional glaciologists, ecologists, artists, and mountaineer.",,2018-01-31 00:00:00,"16 & 17 on June 1, 2018",,Other U.S. States,Free,,Female,X,,,,,X,X,,2017-11-27 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,"NSA Gifted and Talented STEM Program for High School  (application date unclear, Dec 6)",https://www.intelligencecareers.gov/icstudents.html?Agency=NSA,The National Security Agency,Internship,"Students work full time for 10 to 12 weeks during the summer following their senior year of high school. The program is designed for students who have demonstrated an aptitude for engineering, math and science.",,2017-10-31 00:00:00,16 & up,,MD Out of DC Metro Area,,,,X,,,,,,,12th ,2018-01-22 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,"Lifeguards (no deadlines set, Dec. 6)",http://guardforlife.com/lifeguard-jobs-in-virginia/,American Pool,Job,American Pool is looking for lifeguards.  Interested students can either call 703-579-0885 or go to website for more details.,,,16 & Up,,VA,,,,,,,,,,X,,2017-12-04 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,George Washington Carver Summer Research Internship Program(info not available as of 11/19),https://www.diversity.cals.iastate.edu/george-washington-carver-internship-program,Iowa State University,Internship,6 week program (from June 9th to August 4th 2018) promotes “science with practice” by exposing interns to research opportunities under the direction of College of Agriculture and Life Sciences (CALS) research faculty members. See website for details.,,2018-02-09 00:00:00,16 & Up,,,Stipend,,,X,,,,,,,,2017-10-30 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,"Multiple Programs:
- Music
- Summer Scholars
- Mock Trial (Applications will open in January)",http://www2.furman.edu/sites/summer/YouthPrograms/Pages/Academic.aspx,Furman University,Camp,,,,,,Other U.S. States,Free,,,,,,,,,,Rising 10th & Up,*WTW 11/29/2018,,Error
Summer Prog-CHECK IN SPRING,,Summer Scholars Program,http://www2.furman.edu/sites/summer/YouthPrograms/Pages/default.aspx,Furman University,,"The Summer Scholars program for rising high school juniors and seniors offers opportunities to study under the direction of Furman faculty members. Summer Scholars' challenging academic experience will include lectures, class discussion, debates, laboratory research, field trips, group and individual projects, and other activities.",,,,,,,,,,,,,,,,rising 11th-12th graders,*WTW 11/29/2018,,Error
Summer Prog-CHECK IN SPRING,,"Wildlife Ecology Day Program 

2018: July 30-August 10 (M-F only), 9am-4pm",http://www.huyckpreserve.org/WER,Huyck Preserve and Biological Research Station,Research,intensive 2-week day program where rising juniors and seniors will learn basic ecological principles through hands-on research experience. Ecologists from colleges and universities around the region will instruct students on broad topics in ecology.  Wildlife Ecology Research culminates in small group research projects beginning with a question and ending with a final presentation. This program aims to provide a significant academic experience that will help students prepare for courses and research experiences at the college level while letting them explore career options in the natural sciences. ,,,,,Other U.S. States,Cost,Tuition is $475 for Preserve Members and $550 for Non-members,,X,,,,,,,rising 11th-12th graders,*WTW 11/29/2018,,Error
Summer Prog-CHECK IN SPRING,,AgDiscovery (2019 info will be available in Jan 19),https://www.aphis.usda.gov/aphis/ourfocus/civilrights/agdiscovery/ct_agdiscovery_program,"United States Department of Agriculture
Animal and Plant Health Inspection Service",Other,"AgDiscovery is a summer camp outreach program designed to help middle through high school aged students explore careers in animal science, veterinary medicine, agribusiness, plant pathology, aquaculture, and much more. This 2-4 week program allows participants to live on a college campus, and discover agricultural science from university professors, practicing veterinarians, industry representatives, and professionals working for the U.S. government. Students who participate in AgDiscovery experience hands-on labs, workshops, field trips, and other group and team building activities. There are about 22 universities participating in the AgDiscovery program. See Website for details.",,2018-03-12 00:00:00,14 & up to 17,,MD Out of DC Metro Area,Free,,,X,,,,,,,,WTW 12/10/2018,,Error
Summer Prog-CHECK IN SPRING,,Summer Radio and TV Camp (2019 info not available until January),https://www.fcac.org/summer-camp-registration-forms,"Fairfax’ public access station, FPA",Camp,"The camps offers students interested in Television and Radio production a great outlet to learn, experience, and create. Each summer we offer 1 week Radio and 2 week Television Camps, which certifies participants in the use of our production equipment and as FPA station producers. Once properly trained, participants can begin volunteering and earn production experience throughout the year by helping in the various public access programs created at FPA or even create a show of their own. The cost is $500 for the TV and $350 for the radio sessions. For more info and to register, please visit the website.",,2018-03-31 00:00:00,,,VA,Cost,,,,,X,,,,,,WTW 12/10/2018,,Error
Summer Prog-CHECK IN SPRING,,Summer Camp Counselor (2019 information not available January),http://kofcedw2473.org/join-our-staff,The Columbus Club,Service Opportunity/Job,"The Columbus Club is looking for CITs, Junior Counselors, Lead Counselors, Specialty Counselors (Art, Music, Sports, Swim) and coaches. If you are 14 or 15 you can apply to be a Counselor In Training (volunteers). If you are 16 or 17 you can apply to be a Junior Counselor. If you are 18 or older AND have graduated from high school, you can apply to be a Lead Counselor, Specialty Counselor, or Coach.",,,14 & up,,VA,,,,,,,,,X,X,,2018-12-10 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,Summer Program in Algorithmic and Combinatorial Thinking (2019 info not available January),https://algorithmicthinking.org/,Princeton University,Academic Program,6 - 8 week intensive course in programming and application development with a theoretical and proof-based emphasis. Program is on campus at Princeton University.  Non-residential. Program fee $1250. No accommodation provided.,,2018-03-04 00:00:00,,,Other U.S. States,Cost,,,X,,,,,,,Rising 10th & Up,2018-12-10 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,4-H Camp Counselor Program (2019 info not available January),http://fairfax4h.weebly.com,Fairfax 4-H Camp,Service Opportunity,Must be min of 14 to be a counselor. Requirement to participate in pre-camp training. Camp dates Jul 22-26. Here is the link for details and application: https://arlington.ext.vt.edu/programs/4h-camp.html,,2018-02-16 00:00:00,14 & up,,VA Out of Metro Area,Cost,$100-$150 in past years,,,,,,,X,,,2018-12-10 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,"SciTech Summer Research Program in Haifa, Israel ",https://scitech.technion.ac.il/,Technion - Israel Institute of Technology,Research,"SciTech is a 3-4 week program which combines scientific research along with cultural and social activities in Haifa, Israel. Participants work either individually or in small groups on a research project of their choice which is supervised by members of the Technion's research staff",6/19 - 7/8,2019-02-01 00:00:00,,,Outside U.S. (Israel),Cost,5900,Need a passport,X,,,,,,,Current 11th/12th graders,2018-02-05 00:00:00,,Error
Summer Prog-CHECK IN SPRING,,Preface Program                 ,https://info.rpi.edu/pre-college-initiatives/preface ,Rensselaer Polytechnic Institute                               ,Academic Program,"Two week residential program in engineering and technology. Limited to 40 participants. Includes tuition, fees,  transportation, room and board. Must pay health care fee. The program is limited to U.S. citizens and permanent residents from underrepresented and underserved backgrounds.",Date,2018-03-22 00:00:00,,,Other U.S. States,Free,,"Female, Minority or Lower Income",X,,,,,,,Rising 11th & Up,*WTW 11/29/2018,,Error
Summer Prog-CHECK IN SPRING,,DigiGirlz,https://www.microsoft.com/en-us/diversity/programs/digigirlz/default.aspx,Microsoft Summer Camp,Camp,Two to four day free programs for female students. Various sessions and locations in US. Applicants are responsible for lodging and transportations to the camp if live outside of the camp area.  See website for details.,,,,,Other U.S. States,Free,,Female,X,,,,,,,Rising 9th & Up,*WTW 11/29/2018,,Error
Summer Prog-CHECK IN SPRING,,Hispanic College Institute,https://www.valhen.org/,Virginia Latino Higher Education Network (VALHEN),Other,"The program provides clear and practical information on college application and available financial aid, and about career and educational opportunities, with focus on Hispanic students. Held at VA Tech. See website for more details.","JUNE 28 - JULY 1, 2018","Not Publish Yet, Check Site.",,,VA Out of Metro Area,Free,,Minority,,,,,,,,Rising 11th & Up,*WTW 11/30/2018,,Error
Summer Prog-CHECK IN SPRING,,CTD - Civic Leadership Institute,http://www.ctd.northwestern.edu/cep/programs/cli/,Northwestern University,Service Opportunity,"Three-week service-learning programs in Baltimore (Johns Hopkins University), Chicago (Northwestern University), or UC Berkeley.  Need-based financial aid available. See website for prerequisites. Early bird application deadline 5/14/2019.",,2019-06-15 00:00:00,,,Other U.S. States,Cost,$3950- $4050,,,,,,,X,,Rising 10th & Up,*WTW 12/4/2018,,Error
Summer Prog-CHECK IN SPRING,,10th Congressional District Young Women Leadership Program,https://comstock.house.gov/services/young-women-leadership-program-application,Congresswoman Barbara Comstock,Other," The program provides young women currently enrolled in middle school and high school with the opportunity to meet and interact with women who hold leadership roles in government, business, medicine, media relations, and other professions. Residents of the 10th Congressional District are given priority. (Includes parts of Prince William and Loudoun Counties. See website for boundaries of 10th District.) Participants will have the opportunity to engage with their peers and special guests in candid, roundtable discussions while sharing insights, advice, and stories. They will also learn about career opportunities in various fields, the legislative process, develop their leadership skills, identify their strengths, and practice effective communication with others to inspire their educational and career goals. Program activities and events are in DC and in 10th Congressional District.",June 2018 and will continue through the end of August 2018.,2018-05-30 00:00:00,,,VA -- residents of the 10th Congressional District will be given priority.,,,Women,,,,,,X,,Rising 9th & Up,*WTW 12/5/2018,,Error
Summer Prog-CHECK IN SPRING,,Internship Program                 ,https://www.bosepublicaffairs.com/internships/,Bose Public Affairs Group,Internship,"Bose Public Affairs Group is seeking an intern during the summer of 2018 for the firm’s downtown Washington, D.C. offices.  The candidate will provide assistance to the firm’s government relations and communications teams on a wide variety of matters and will gain exposure and experience in all aspects of the legislative and public affairs process",Dates flexible.,2018-04-01 00:00:00,,,Greater DC Metro Area,,,,,X,,X,,,,,*WTW 11/29/2018,,Error
Summer Prog-CHECK IN SPRING,,CIT-Summer Counselor in Training Program,https://www.fairfaxcounty.gov/parks/rec-pac/cit,Fairfax County Park Authority,Camp,Counselor-in-training program for Park Authority Rec-Pac Summer Camps. See website for details.,7/22-8/9,2018-06-15 00:00:00,14-& Up,,VA,Cost,135,,,,,,,X,X,Rising 9th & Up,*WTW 11/29/2018,,Error
